,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000087,2021-01-06,20900,0.71,2021-05-13,22850,0.782,9.057,10905700.0,+,9.06
1,000087,2021-05-21,22300,0.797,2021-05-26,23600,0.711,5.565,11512602.21,+,15.13
2,000087,2021-06-16,23850,0.763,2021-09-13,21000,0.746,-12.17,10111518.52,-,1.12
3,000087,2021-10-05,20900,0.729,2021-10-20,20800,0.749,-0.727,10038007.78,-,0.38
