,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000155,2021-01-04,41250,0.758,2021-01-28,40600,0.71,-1.822,9817800.0,-,-1.82
1,000155,2021-02-24,37700,0.8,2021-05-03,46500,0.821,23.034,12079232.05,+,20.79
2,000155,2021-06-29,65000,0.737,2021-07-20,70800,0.722,8.651,13124206.41,+,31.24
3,000155,2021-07-21,69200,0.71,2021-10-29,73300,0.83,5.66,13867036.49,+,38.67
