,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000520,2021-01-05,10475,0.804,2021-02-24,9850,0.796,-6.202,9379800.0,-,-6.2
1,000520,2021-03-16,10250,0.777,2021-03-31,10025,0.794,-2.44,9150932.88,-,-8.49
2,000520,2021-04-12,9930,0.744,2021-06-10,9700,0.717,-2.56,8916669.0,-,-10.83
3,000520,2021-06-23,9350,0.797,2021-08-06,9750,0.794,4.017,9274851.59,+,-7.25
4,000520,2021-08-23,9150,0.764,2021-09-16,9130,0.727,-0.468,9231445.28,-,-7.69
5,000520,2021-09-24,8880,0.734,2021-10-20,8400,0.716,-5.642,8710607.14,-,-12.89
