,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000760,2021-01-19,15750,0.812,2021-01-26,16550,0.702,4.817,10481700.0,+,4.82
1,000760,2021-02-25,16500,0.762,2021-04-02,21300,0.708,28.768,13497075.46,+,34.97
2,000760,2021-04-08,20400,0.762,2021-06-10,20750,0.809,1.461,13694267.73,+,36.94
3,000760,2021-07-26,22000,0.721,2021-11-01,16450,0.738,-25.414,10214006.53,-,2.14
