,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000220,2021-01-13,7215,0.738,2021-03-23,7915,0.79,9.428,10942800.0,+,9.43
1,000220,2021-04-27,10650,0.783,2021-07-12,10950,0.709,2.56,11222935.68,+,12.23
2,000220,2021-07-14,11000,0.76,2021-12-21,8030,0.788,-27.182,8172317.3,-,-18.28
