,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000640,2021-02-04,110500,0.872,2021-04-01,106500,0.814,-3.861,9613900.0,-,-3.86
1,000640,2021-04-06,102000,0.785,2021-04-22,124500,0.785,21.754,11705307.81,+,17.05
2,000640,2021-05-07,123500,0.756,2021-07-22,124500,0.758,0.558,11770623.43,+,17.71
3,000640,2021-08-11,117000,0.847,2021-09-17,120500,0.74,2.734,12092432.27,+,20.92
4,000640,2021-10-06,109500,0.792,2021-12-14,114000,0.715,3.849,12557869.99,+,25.58
