,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000325,2021-02-02,17000,0.699,2021-05-11,89900,0.808,427.501,52750100.0,+,427.5
1,000325,2021-06-24,96400,0.707,2021-08-02,68800,0.66,-28.809,37553323.69,-,275.53
2,000325,2021-08-12,58500,0.616,2021-08-26,57000,0.66,-2.808,36498826.36,-,264.99
3,000325,2021-10-05,40350,0.607,2021-11-03,49000,0.625,21.134,44212488.32,+,342.12
