,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000725,2021-01-04,176561,0.64,2021-02-05,177057,0.606,0.03,10003000.0,+,0.03
1,000725,2021-03-15,189456,0.713,2021-03-17,165650,0.798,-12.784,8724216.48,-,-12.76
2,000725,2021-05-20,223181,0.649,2021-05-31,226652,0.623,1.301,8837718.54,+,-11.62
