,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000400,2021-01-05,1750,0.698,2021-01-18,1830,0.77,4.31,10431000.0,+,4.31
1,000400,2021-01-26,1800,0.752,2021-02-17,1770,0.72,-1.912,10231559.28,-,2.32
2,000400,2021-02-24,1710,0.61,2021-04-12,1810,0.633,5.583,10802787.23,+,8.03
3,000400,2021-04-23,1885,0.687,2021-04-29,1865,0.68,-1.308,10661486.77,-,6.61
4,000400,2021-06-21,2010,0.704,2021-10-25,1915,0.674,-4.965,10132143.95,-,1.32
