,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000220,2021-01-13,7215,0.726,2021-03-23,7915,0.661,9.428,10942800.0,+,9.43
1,000220,2021-04-27,10650,0.714,2021-07-12,10950,0.678,2.56,11222935.68,+,12.23
2,000220,2021-07-14,11000,0.679,2021-09-08,8680,0.615,-21.288,8833797.13,-,-11.66
3,000220,2021-09-13,8430,0.692,2021-12-21,8030,0.77,-4.983,8393609.02,-,-16.06
