,Ticker,Buy_Date,Buy_Price,Buy_Prob,Sell_Date,Sell_Price,Sell_Prob,Pair_Profit,Principal,Profit,Total Profit
0,000545,2021-03-15,9030,0.613,2021-03-17,8050,0.653,-11.076,8892400.0,-,-11.08
1,000545,2021-05-25,11100,0.704,2021-07-21,10450,0.679,-6.091,8350763.92,-,-16.49
2,000545,2021-08-25,10050,0.646,2021-08-30,10050,0.746,-0.25,8329887.01,-,-16.7
3,000545,2021-10-08,8590,0.63,2021-10-25,8670,0.621,0.679,8386446.94,+,-16.14
4,000545,2021-11-11,8300,0.656,2021-12-10,8290,0.663,-0.37,8355417.09,-,-16.45
